año;mes;hora;factor_antofagasta;factor_santiago;factor_puertomontt
2025;2;12;0.619;0.768;0.746
2025;2;13;0.637;0.797;0.800
2025;2;14;0.619;0.782;0.784
2025;2;15;0.584;0.724;0.740
2025;2;16;0.535;0.620;0.641
2025;2;17;0.401;0.467;0.492
2025;2;18;0.218;0.270;0.300
2025;2;19;0.045;0.068;0.122
2025;2;20;0;0;0.008
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.008;0.005;0.020
2025;2;8;0.110;0.147;0.140
2025;2;9;0.255;0.384;0.300
2025;2;10;0.397;0.569;0.518
2025;2;11;0.523;0.698;0.699
2025;2;12;0.613;0.774;0.757
2025;2;13;0.654;0.804;0.594
2025;2;14;0.656;0.790;0.559
2025;2;15;0.608;0.732;0.789
2025;2;16;0.507;0.626;0.690
2025;2;17;0.329;0.471;0.539
2025;2;18;0.139;0.272;0.346
2025;2;19;0.026;0.068;0.139
2025;2;20;0;0;0.009
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.006;0.008;0.013
2025;2;8;0.102;0.148;0.158
2025;2;9;0.248;0.355;0.383
2025;2;10;0.397;0.532;0.575
2025;2;11;0.506;0.646;0.725
2025;2;12;0.568;0.690;0.815
2025;2;13;0.578;0.714;0.854
2025;2;14;0.539;0.709;0.847
2025;2;15;0.459;0.682;0.793
2025;2;16;0.344;0.609;0.691
2025;2;17;0.223;0.466;0.536
2025;2;18;0.112;0.270;0.342
2025;2;19;0.020;0.069;0.137
2025;2;20;0;0;0.007
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.006;0.006;0.014
2025;2;8;0.107;0.148;0.158
2025;2;9;0.267;0.385;0.382
2025;2;10;0.388;0.573;0.576
2025;2;11;0.415;0.704;0.723
2025;2;12;0.434;0.782;0.811
2025;2;13;0.456;0.812;0.848
2025;2;14;0.494;0.796;0.839
2025;2;15;0.517;0.736;0.784
2025;2;16;0.470;0.628;0.681
2025;2;17;0.347;0.471;0.527
2025;2;18;0.143;0.269;0.321
2025;2;19;0.019;0.067;0.115
2025;2;20;0;0;0.005
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.007;0.007
2025;2;8;0.053;0.148;0.077
2025;2;9;0.140;0.381;0.175
2025;2;10;0.246;0.568;0.346
2025;2;11;0.347;0.699;0.400
2025;2;12;0.438;0.776;0.428
2025;2;13;0.474;0.807;0.473
2025;2;14;0.506;0.792;0.519
2025;2;15;0.549;0.732;0.481
2025;2;16;0.492;0.624;0.327
2025;2;17;0.340;0.467;0.292
2025;2;18;0.143;0.267;0.148
2025;2;19;0.038;0.067;0.052
2025;2;20;0;0;0.003
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.005;0.007;0.003
2025;2;8;0.101;0.148;0.052
2025;2;9;0.268;0.384;0.109
2025;2;10;0.409;0.572;0.171
2025;2;11;0.547;0.702;0.366
2025;2;12;0.632;0.781;0.492
2025;2;13;0.665;0.811;0.484
2025;2;14;0.679;0.795;0.479
2025;2;15;0.657;0.719;0.397
2025;2;16;0.534;0.577;0.401
2025;2;17;0.386;0.434;0.431
2025;2;18;0.208;0.250;0.323
2025;2;19;0.043;0.068;0.134
2025;2;20;0;0;0.006
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.005;0.013;0.010
2025;2;8;0.106;0.135;0.155
2025;2;9;0.267;0.344;0.390
2025;2;10;0.431;0.541;0.587
2025;2;11;0.609;0.686;0.728
2025;2;12;0.726;0.784;0.815
2025;2;13;0.766;0.814;0.854
2025;2;14;0.750;0.800;0.845
2025;2;15;0.666;0.736;0.790
2025;2;16;0.534;0.627;0.687
2025;2;17;0.378;0.469;0.535
2025;2;18;0.201;0.268;0.340
2025;2;19;0.040;0.068;0.129
2025;2;20;0;0;0.004
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.003;0.006;0.008
2025;2;8;0.098;0.148;0.153
2025;2;9;0.248;0.383;0.384
2025;2;10;0.446;0.571;0.573
2025;2;11;0.627;0.703;0.706
2025;2;12;0.683;0.783;0.788
2025;2;13;0.708;0.815;0.823
2025;2;14;0.683;0.799;0.813
2025;2;15;0.634;0.737;0.760
2025;2;16;0.555;0.621;0.662
2025;2;17;0.395;0.437;0.516
2025;2;18;0.204;0.258;0.329
2025;2;19;0.039;0.064;0.124
2025;2;20;0;0;0.003
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.004;0.010
2025;2;8;0.074;0.152;0.136
2025;2;9;0.216;0.401;0.380
2025;2;10;0.383;0.601;0.578
2025;2;11;0.540;0.738;0.720
2025;2;12;0.646;0.819;0.806
2025;2;13;0.679;0.848;0.841
2025;2;14;0.701;0.830;0.829
2025;2;15;0.668;0.765;0.769
2025;2;16;0.557;0.652;0.647
2025;2;17;0.389;0.486;0.506
2025;2;18;0.189;0.274;0.319
2025;2;19;0.038;0.064;0.107
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.004;0.004;0.011
2025;2;8;0.111;0.146;0.125
2025;2;9;0.293;0.381;0.337
2025;2;10;0.464;0.568;0.559
2025;2;11;0.593;0.699;0.698
2025;2;12;0.679;0.777;0.780
2025;2;13;0.714;0.808;0.815
2025;2;14;0.689;0.795;0.804
2025;2;15;0.605;0.736;0.751
2025;2;16;0.480;0.629;0.651
2025;2;17;0.324;0.472;0.496
2025;2;18;0.163;0.269;0.308
2025;2;19;0.035;0.062;0.109
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.002;0.005;0.006
2025;2;8;0.113;0.143;0.133
2025;2;9;0.339;0.372;0.363
2025;2;10;0.528;0.556;0.551
2025;2;11;0.666;0.685;0.685
2025;2;12;0.751;0.768;0.766
2025;2;13;0.787;0.800;0.801
2025;2;14;0.772;0.788;0.793
2025;2;15;0.706;0.731;0.741
2025;2;16;0.589;0.622;0.645
2025;2;17;0.424;0.461;0.500
2025;2;18;0.223;0.258;0.311
2025;2;19;0.038;0.060;0.108
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.002;0.006;0.006
2025;2;8;0.113;0.142;0.131
2025;2;9;0.329;0.370;0.356
2025;2;10;0.519;0.558;0.547
2025;2;11;0.665;0.693;0.686
2025;2;12;0.753;0.774;0.773
2025;2;13;0.787;0.808;0.810
2025;2;14;0.775;0.795;0.804
2025;2;15;0.713;0.737;0.753
2025;2;16;0.600;0.625;0.654
2025;2;17;0.432;0.461;0.506
2025;2;18;0.215;0.257;0.313
2025;2;19;0.038;0.060;0.108
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.002;0.005;0.007
2025;2;8;0.114;0.142;0.119
2025;2;9;0.337;0.373;0.314
2025;2;10;0.528;0.563;0.550
2025;2;11;0.665;0.699;0.705
2025;2;12;0.749;0.789;0.797
2025;2;13;0.783;0.822;0.835
2025;2;14;0.768;0.808;0.828
2025;2;15;0.701;0.747;0.774
2025;2;16;0.582;0.636;0.672
2025;2;17;0.413;0.474;0.519
2025;2;18;0.212;0.267;0.319
2025;2;19;0.036;0.060;0.107
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.002;0.003;0.002
2025;2;8;0.116;0.147;0.036
2025;2;9;0.342;0.384;0.098
2025;2;10;0.532;0.573;0.124
2025;2;11;0.670;0.705;0.164
2025;2;12;0.752;0.782;0.214
2025;2;13;0.770;0.812;0.293
2025;2;14;0.721;0.796;0.333
2025;2;15;0.621;0.734;0.286
2025;2;16;0.483;0.624;0.240
2025;2;17;0.347;0.462;0.173
2025;2;18;0.211;0.258;0.102
2025;2;19;0.038;0.058;0.036
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0.001;0.003;0.006
2025;2;8;0.116;0.146;0.121
2025;2;9;0.341;0.382;0.330
2025;2;10;0.531;0.570;0.578
2025;2;11;0.667;0.701;0.723
2025;2;12;0.751;0.780;0.813
2025;2;13;0.785;0.811;0.853
2025;2;14;0.771;0.796;0.845
2025;2;15;0.709;0.735;0.787
2025;2;16;0.596;0.627;0.682
2025;2;17;0.431;0.467;0.517
2025;2;18;0.226;0.262;0.316
2025;2;19;0.036;0.058;0.105
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.002;0.002
2025;2;8;0.117;0.147;0.077
2025;2;9;0.341;0.384;0.181
2025;2;10;0.530;0.574;0.268
2025;2;11;0.666;0.708;0.316
2025;2;12;0.750;0.787;0.369
2025;2;13;0.784;0.818;0.421
2025;2;14;0.772;0.803;0.373
2025;2;15;0.711;0.746;0.280
2025;2;16;0.599;0.634;0.160
2025;2;17;0.435;0.471;0.113
2025;2;18;0.229;0.263;0.056
2025;2;19;0.036;0.057;0.012
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.002;0.003
2025;2;8;0.118;0.146;0.086
2025;2;9;0.347;0.383;0.194
2025;2;10;0.538;0.576;0.319
2025;2;11;0.675;0.710;0.410
2025;2;12;0.759;0.789;0.383
2025;2;13;0.793;0.818;0.463
2025;2;14;0.780;0.798;0.511
2025;2;15;0.720;0.739;0.416
2025;2;16;0.606;0.631;0.268
2025;2;17;0.441;0.468;0.222
2025;2;18;0.234;0.259;0.143
2025;2;19;0.036;0.053;0.054
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.002;0.004
2025;2;8;0.112;0.144;0.114
2025;2;9;0.312;0.377;0.307
2025;2;10;0.519;0.569;0.477
2025;2;11;0.658;0.701;0.638
2025;2;12;0.746;0.779;0.767
2025;2;13;0.786;0.809;0.824
2025;2;14;0.773;0.793;0.798
2025;2;15;0.711;0.732;0.737
2025;2;16;0.598;0.624;0.640
2025;2;17;0.433;0.464;0.501
2025;2;18;0.226;0.259;0.308
2025;2;19;0.035;0.054;0.099
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0.001;0.003
2025;2;8;0.108;0.145;0.097
2025;2;9;0.304;0.381;0.263
2025;2;10;0.516;0.571;0.476
2025;2;11;0.663;0.707;0.631
2025;2;12;0.754;0.786;0.694
2025;2;13;0.789;0.818;0.682
2025;2;14;0.774;0.804;0.579
2025;2;15;0.712;0.744;0.513
2025;2;16;0.597;0.636;0.468
2025;2;17;0.431;0.476;0.360
2025;2;18;0.226;0.267;0.174
2025;2;19;0.034;0.054;0.027
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0.002
2025;2;8;0.109;0.155;0.110
2025;2;9;0.317;0.404;0.342
2025;2;10;0.523;0.598;0.540
2025;2;11;0.664;0.730;0.625
2025;2;12;0.758;0.808;0.708
2025;2;13;0.793;0.837;0.764
2025;2;14;0.780;0.821;0.777
2025;2;15;0.718;0.759;0.709
2025;2;16;0.604;0.648;0.612
2025;2;17;0.438;0.484;0.476
2025;2;18;0.228;0.272;0.287
2025;2;19;0.034;0.054;0.083
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0.001
2025;2;8;0.120;0.154;0.122
2025;2;9;0.338;0.398;0.373
2025;2;10;0.531;0.591;0.581
2025;2;11;0.668;0.725;0.730
2025;2;12;0.756;0.804;0.823
2025;2;13;0.792;0.835;0.864
2025;2;14;0.778;0.819;0.855
2025;2;15;0.716;0.756;0.796
2025;2;16;0.602;0.644;0.686
2025;2;17;0.436;0.478;0.523
2025;2;18;0.228;0.265;0.313
2025;2;19;0.033;0.052;0.093
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0.001
2025;2;8;0.122;0.155;0.105
2025;2;9;0.347;0.401;0.293
2025;2;10;0.536;0.594;0.487
2025;2;11;0.672;0.728;0.632
2025;2;12;0.755;0.808;0.812
2025;2;13;0.789;0.838;0.847
2025;2;14;0.776;0.823;0.839
2025;2;15;0.714;0.760;0.760
2025;2;16;0.601;0.647;0.661
2025;2;17;0.435;0.480;0.518
2025;2;18;0.227;0.266;0.296
2025;2;19;0.032;0.051;0.084
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0
2025;2;8;0.118;0.154;0.116
2025;2;9;0.340;0.399;0.347
2025;2;10;0.527;0.591;0.538
2025;2;11;0.663;0.724;0.686
2025;2;12;0.750;0.804;0.782
2025;2;13;0.786;0.834;0.811
2025;2;14;0.774;0.817;0.729
2025;2;15;0.711;0.757;0.412
2025;2;16;0.598;0.641;0.165
2025;2;17;0.433;0.471;0.108
2025;2;18;0.225;0.255;0.131
2025;2;19;0.029;0.047;0.079
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0
2025;2;8;0.113;0.148;0.117
2025;2;9;0.341;0.385;0.351
2025;2;10;0.529;0.577;0.547
2025;2;11;0.667;0.712;0.659
2025;2;12;0.751;0.792;0.547
2025;2;13;0.787;0.825;0.298
2025;2;14;0.776;0.808;0.281
2025;2;15;0.715;0.743;0.633
2025;2;16;0.600;0.584;0.632
2025;2;17;0.431;0.289;0.467
2025;2;18;0.218;0.152;0.248
2025;2;19;0.027;0.042;0.072
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;2;0;0;0;0
2025;2;1;0;0;0
2025;2;2;0;0;0
2025;2;3;0;0;0
2025;2;4;0;0;0
2025;2;5;0;0;0
2025;2;6;0;0;0
2025;2;7;0;0;0
2025;2;8;0.122;0.152;0.089
2025;2;9;0.346;0.393;0.275
2025;2;10;0.535;0.582;0.478
2025;2;11;0.672;0.715;0.661
2025;2;12;0.762;0.794;0.733
2025;2;13;0.795;0.823;0.734
2025;2;14;0.782;0.806;0.707
2025;2;15;0.714;0.743;0.523
2025;2;16;0.586;0.631;0.403
2025;2;17;0.395;0.467;0.300
2025;2;18;0.184;0.256;0.114
2025;2;19;0.022;0.046;0.034
2025;2;20;0;0;0
2025;2;21;0;0;0
2025;2;22;0;0;0
2025;2;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.111;0.150;0.069
2025;3;9;0.310;0.388;0.254
2025;3;10;0.526;0.578;0.281
2025;3;11;0.670;0.711;0.378
2025;3;12;0.750;0.791;0.505
2025;3;13;0.780;0.823;0.495
2025;3;14;0.766;0.809;0.454
2025;3;15;0.702;0.747;0.258
2025;3;16;0.588;0.635;0.154
2025;3;17;0.421;0.469;0.095
2025;3;18;0.218;0.256;0.060
2025;3;19;0.026;0.044;0.020
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.122;0.066;0.020
2025;3;9;0.345;0.249;0.085
2025;3;10;0.535;0.456;0.219
2025;3;11;0.675;0.667;0.453
2025;3;12;0.766;0.792;0.624
2025;3;13;0.801;0.826;0.701
2025;3;14;0.788;0.810;0.576
2025;3;15;0.725;0.745;0.372
2025;3;16;0.610;0.632;0.289
2025;3;17;0.442;0.465;0.248
2025;3;18;0.229;0.253;0.110
2025;3;19;0.027;0.043;0.028
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.122;0.148;0.052
2025;3;9;0.344;0.388;0.173
2025;3;10;0.537;0.584;0.286
2025;3;11;0.682;0.723;0.321
2025;3;12;0.765;0.805;0.211
2025;3;13;0.798;0.835;0.266
2025;3;14;0.785;0.808;0.245
2025;3;15;0.722;0.697;0.231
2025;3;16;0.607;0.439;0.240
2025;3;17;0.439;0.416;0.182
2025;3;18;0.226;0.257;0.070
2025;3;19;0.026;0.043;0.021
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.121;0.154;0.033
2025;3;9;0.342;0.395;0.114
2025;3;10;0.531;0.586;0.250
2025;3;11;0.669;0.720;0.459
2025;3;12;0.760;0.801;0.519
2025;3;13;0.798;0.832;0.584
2025;3;14;0.784;0.816;0.584
2025;3;15;0.720;0.754;0.519
2025;3;16;0.605;0.641;0.333
2025;3;17;0.436;0.475;0.182
2025;3;18;0.224;0.259;0.079
2025;3;19;0.025;0.042;0.011
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.115;0.156;0.015
2025;3;9;0.338;0.400;0.056
2025;3;10;0.529;0.593;0.106
2025;3;11;0.667;0.728;0.151
2025;3;12;0.755;0.806;0.179
2025;3;13;0.799;0.835;0.201
2025;3;14;0.784;0.819;0.213
2025;3;15;0.721;0.756;0.204
2025;3;16;0.606;0.643;0.185
2025;3;17;0.437;0.476;0.148
2025;3;18;0.224;0.258;0.108
2025;3;19;0.025;0.039;0.026
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.106;0.155;0.078
2025;3;9;0.329;0.397;0.250
2025;3;10;0.531;0.589;0.415
2025;3;11;0.670;0.723;0.355
2025;3;12;0.745;0.801;0.543
2025;3;13;0.778;0.830;0.708
2025;3;14;0.769;0.814;0.788
2025;3;15;0.713;0.750;0.694
2025;3;16;0.602;0.637;0.605
2025;3;17;0.431;0.471;0.462
2025;3;18;0.213;0.253;0.271
2025;3;19;0.023;0.037;0.068
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.109;0.147;0.104
2025;3;9;0.319;0.391;0.366
2025;3;10;0.534;0.584;0.579
2025;3;11;0.676;0.722;0.725
2025;3;12;0.762;0.804;0.812
2025;3;13;0.799;0.838;0.848
2025;3;14;0.785;0.822;0.836
2025;3;15;0.720;0.756;0.777
2025;3;16;0.603;0.637;0.667
2025;3;17;0.435;0.462;0.504
2025;3;18;0.223;0.235;0.291
2025;3;19;0.024;0.031;0.068
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.124;0.148;0.110
2025;3;9;0.348;0.388;0.355
2025;3;10;0.530;0.579;0.556
2025;3;11;0.663;0.714;0.698
2025;3;12;0.752;0.793;0.783
2025;3;13;0.800;0.822;0.815
2025;3;14;0.785;0.805;0.802
2025;3;15;0.729;0.740;0.745
2025;3;16;0.614;0.615;0.636
2025;3;17;0.444;0.451;0.480
2025;3;18;0.227;0.229;0.277
2025;3;19;0.024;0.026;0.064
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.123;0.144;0.108
2025;3;9;0.349;0.387;0.341
2025;3;10;0.538;0.582;0.537
2025;3;11;0.680;0.720;0.674
2025;3;12;0.768;0.802;0.754
2025;3;13;0.805;0.832;0.785
2025;3;14;0.790;0.808;0.774
2025;3;15;0.726;0.741;0.719
2025;3;16;0.610;0.618;0.616
2025;3;17;0.441;0.441;0.462
2025;3;18;0.225;0.227;0.262
2025;3;19;0.023;0.028;0.056
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.129;0.135;0.102
2025;3;9;0.352;0.371;0.340
2025;3;10;0.541;0.568;0.547
2025;3;11;0.678;0.706;0.697
2025;3;12;0.760;0.791;0.789
2025;3;13;0.796;0.822;0.828
2025;3;14;0.782;0.806;0.819
2025;3;15;0.717;0.740;0.763
2025;3;16;0.600;0.619;0.654
2025;3;17;0.429;0.444;0.483
2025;3;18;0.216;0.228;0.270
2025;3;19;0.021;0.028;0.056
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.128;0.138;0.073
2025;3;9;0.357;0.372;0.265
2025;3;10;0.546;0.566;0.505
2025;3;11;0.681;0.702;0.660
2025;3;12;0.768;0.790;0.701
2025;3;13;0.803;0.821;0.645
2025;3;14;0.793;0.804;0.532
2025;3;15;0.731;0.739;0.435
2025;3;16;0.616;0.620;0.392
2025;3;17;0.446;0.451;0.250
2025;3;18;0.229;0.235;0.067
2025;3;19;0.023;0.028;0.003
2025;3;20;0;0;0
2025;3;21;0;0;0
2025;3;22;0;0;0
2025;3;23;0;0;0
2025;3;0;0;0;0
2025;3;1;0;0;0
2025;3;2;0;0;0
2025;3;3;0;0;0
2025;3;4;0;0;0
2025;3;5;0;0;0
2025;3;6;0;0;0
2025;3;7;0;0;0
2025;3;8;0.132;0.118;0.071
2025;3;9;0.361;0.315;0.191
2025;3;10;0.548;0.481;0.294
2025;3;11;0.687;0.598;0.403
2025;3;12;0.773;0.651;0.604
